time_ns,device,sensor,x,y,z,extra
1774665764999300400,3c7cd7bc-6a31-4d86-8896-31a0eec5eb06,orientation,,,,"{""yaw"": 0.3961183482493439, ""qx"": -0.2458110824005952, ""qz"": -0.17631476819634676, ""roll"": -0.12269914247881611, ""qw"": -0.953079363487281, ""qy"": 0.011386152847022208, ""pitch"": 0.4831149166840754}"
1774665765009284600,3c7cd7bc-6a31-4d86-8896-31a0eec5eb06,orientation,,,,"{""yaw"": 0.35412063272021, ""qx"": -0.2475499214058288, ""qz"": -0.1568693259568642, ""roll"": -0.11559756972791889, ""qw"": -0.9560079508251382, ""qy"": 0.012646761995845418, ""pitch"": 0.4885563384031758}"
1774665765019267300,3c7cd7bc-6a31-4d86-8896-31a0eec5eb06,orientation,,,,"{""yaw"": 0.3086494238643716, ""qx"": -0.24859683298954524, ""qz"": -0.13600400333384996, ""roll"": -0.1067371236715967, ""qw"": -0.9589136261164993, ""qy"": 0.01368254478823233, ""pitch"": 0.4927426205953977}"
1774665765029250300,3c7cd7bc-6a31-4d86-8896-31a0eec5eb06,orientation,,,,"{""yaw"": 0.26000216014331834, ""qx"": -0.24892013430870646, ""qz"": -0.11383341755176947, ""roll"": -0.09625560290220393, ""qw"": -0.9617019857741168, ""qy"": 0.01449375702434746, ""pitch"": 0.4955030133194321}"
1774665765039233500,3c7cd7bc-6a31-4d86-8896-31a0eec5eb06,orientation,,,,"{""yaw"": 0.20820807429288005, ""qx"": -0.24845575701028014, ""qz"": -0.09036309305523119, ""roll"": -0.08410951492413912, ""qw"": -0.9643022494378714, ""qy"": 0.01501561285063713, ""pitch"": 0.49662295687673813}"
1774665765049216500,3c7cd7bc-6a31-4d86-8896-31a0eec5eb06,orientation,,,,"{""yaw"": 0.15314192442059066, ""qx"": -0.2471090518250536, ""qz"": -0.06553159803990738, ""roll"": -0.07015505611604171, ""qw"": -0.9666506695339865, ""qy"": 0.015139615527171796, ""pitch"": 0.4958188046150134}"
1774665765059199200,3c7cd7bc-6a31-4d86-8896-31a0eec5eb06,orientation,,,,"{""yaw"": 0.09501208621600492, ""qx"": -0.24484329815652553, ""qz"": -0.03943885195844668, ""roll"": -0.05415495118646346, ""qw"": -0.9686494951527356, ""qy"": 0.014645483383556888, ""pitch"": 0.49289636910233176}"
1774665765069182500,3c7cd7bc-6a31-4d86-8896-31a0eec5eb06,orientation,,,,"{""yaw"": 0.034456774811574886, ""qx"": -0.24167389042521534, ""qz"": -0.012289375320679606, ""roll"": -0.03666753873226571, ""qw"": -0.970183975003303, ""qy"": 0.013628941702153917, ""pitch"": 0.48770680248686765}"
1774665765079166500,3c7cd7bc-6a31-4d86-8896-31a0eec5eb06,orientation,,,,"{""yaw"": -0.028169315721772017, ""qx"": -0.2375080881299979, ""qz"": 0.015875271307297673, ""roll"": -0.01847511501458359, ""qw"": -0.9711776460962254, ""qy"": 0.012319073066369621, ""pitch"": 0.4799290354375342}"
1774665765089149400,3c7cd7bc-6a31-4d86-8896-31a0eec5eb06,orientation,,,,"{""yaw"": -0.09257637030231347, ""qx"": -0.2322281993167625, ""qz"": 0.04500275953518068, ""roll"": 9.853031818673046e-06, ""qw"": -0.9715601556445448, ""qy"": 0.01075230982564501, ""pitch"": 0.469247327440751}"
1774665765099132400,3c7cd7bc-6a31-4d86-8896-31a0eec5eb06,orientation,,,,"{""yaw"": -0.15859588476157632, ""qx"": -0.22575001947818787, ""qz"": 0.07496837519694242, ""roll"": 0.019542127435442865, ""qw"": -0.9712600983135097, ""qy"": 0.008390372434302771, ""pitch"": 0.4553559226431192}"
1774665765109115400,3c7cd7bc-6a31-4d86-8896-31a0eec5eb06,orientation,,,,"{""yaw"": -0.22599115134984413, ""qx"": -0.21805068269779607, ""qz"": 0.10555592296722997, ""roll"": 0.04155722049692963, ""qw"": -0.9702025214789723, ""qy"": 0.0043328722912759415, ""pitch"": 0.4378810259884494}"
1774665765119098400,3c7cd7bc-6a31-4d86-8896-31a0eec5eb06,orientation,,,,"{""yaw"": -0.2944274018959628, ""qx"": -0.20928494482753354, ""qz"": 0.13656615844862413, ""roll"": 0.06711527418121677, ""qw"": -0.9682689536241837, ""qy"": -0.002150723784630012, ""pitch"": 0.41665161202721934}"
1774665765129081600,3c7cd7bc-6a31-4d86-8896-31a0eec5eb06,orientation,,,,"{""yaw"": -0.36347371653342625, ""qx"": -0.19976090796925552, ""qz"": 0.16786674688339792, ""roll"": 0.09623428284977129, ""qw"": -0.965292466048712, ""qy"": -0.011259497527394257, ""pitch"": 0.39182442482631447}"
1774665765139065600,3c7cd7bc-6a31-4d86-8896-31a0eec5eb06,orientation,,,,"{""yaw"": -0.4321791918637658, ""qx"": -0.19001039664986702, ""qz"": 0.19912359538031685, ""roll"": 0.1279789242435965, ""qw"": -0.9611096408845644, ""qy"": -0.022675314951494004, ""pitch"": 0.3642100452711399}"
1774665765149048300,3c7cd7bc-6a31-4d86-8896-31a0eec5eb06,orientation,,,,"{""yaw"": -0.49919835414381764, ""qx"": -0.180442182282195, ""qz"": 0.22983148681111687, ""roll"": 0.1605881687513871, ""qw"": -0.955693192235033, ""qy"": -0.035618788207029746, ""pitch"": 0.3347383908989108}"
1774665765159031300,3c7cd7bc-6a31-4d86-8896-31a0eec5eb06,orientation,,,,"{""yaw"": -0.5624734090197286, ""qx"": -0.1712271710488132, ""qz"": 0.25911465408811596, ""roll"": 0.19205729283634357, ""qw"": -0.949274435837569, ""qy"": -0.04918287028835125, ""pitch"": 0.30426828163761255}"
1774665765169014500,3c7cd7bc-6a31-4d86-8896-31a0eec5eb06,orientation,,,,"{""yaw"": -0.6189750559158971, ""qx"": -0.16223948084807693, ""qz"": 0.28568688960303873, ""roll"": 0.21921826005274023, ""qw"": -0.9424598549788129, ""qy"": -0.06189309421315192, ""pitch"": 0.2738545031795451}"
1774665765178997500,3c7cd7bc-6a31-4d86-8896-31a0eec5eb06,orientation,,,,"{""yaw"": -0.6662077110366361, ""qx"": -0.15299098900342517, ""qz"": 0.3085015557114054, ""roll"": 0.23904538285490345, ""qw"": -0.9360519271843711, ""qy"": -0.07229992240264843, ""pitch"": 0.2442263887355879}"
1774665765188980200,3c7cd7bc-6a31-4d86-8896-31a0eec5eb06,orientation,,,,"{""yaw"": -0.7031983011512849, ""qx"": -0.14308176631097844, ""qz"": 0.3270964717369315, ""roll"": 0.25023701407452553, ""qw"": -0.9306930450475507, ""qy"": -0.07966215644869051, ""pitch"": 0.21588911573922295}"
1774665765198963500,3c7cd7bc-6a31-4d86-8896-31a0eec5eb06,orientation,,,,"{""yaw"": -0.7310903542717283, ""qx"": -0.13240620700176609, ""qz"": 0.34185900974166444, ""roll"": 0.2537455546369402, ""qw"": -0.9265587408125129, ""qy"": -0.0842022150791147, ""pitch"": 0.18891538252048004}"
1774665765208947500,3c7cd7bc-6a31-4d86-8896-31a0eec5eb06,orientation,,,,"{""yaw"": -0.7514480432244722, ""qx"": -0.121120856610093, ""qz"": 0.353309436737565, ""roll"": 0.25192792929761443, ""qw"": -0.9235602682279463, ""qy"": -0.086825558310499, ""pitch"": 0.16309432738722948}"
1774665765218930400,3c7cd7bc-6a31-4d86-8896-31a0eec5eb06,orientation,,,,"{""yaw"": -0.7647319368526138, ""qx"": -0.10975626785389818, ""qz"": 0.36146013472626987, ""roll"": 0.24660328415503371, ""qw"": -0.9217039215043001, ""qy"": -0.08810267339210764, ""pitch"": 0.13908232201336165}"
1774665765228913700,3c7cd7bc-6a31-4d86-8896-31a0eec5eb06,orientation,,,,"{""yaw"": -0.7709354202947403, ""qx"": -0.09905308149316723, ""qz"": 0.36613550739470246, ""roll"": 0.23917043265280905, ""qw"": -0.92104879312023, ""qy"": -0.08833087481865984, ""pitch"": 0.11805735007269297}"
1774665765238895600,3c7cd7bc-6a31-4d86-8896-31a0eec5eb06,orientation,,,,"{""yaw"": -0.7697173920471733, ""qx"": -0.08977526128273115, ""qz"": 0.36704820506880886, ""roll"": 0.23094995348875724, ""qw"": -0.9216882295114793, ""qy"": -0.08778842669938167, ""pitch"": 0.10121717275778448}"
1774665765248878600,3c7cd7bc-6a31-4d86-8896-31a0eec5eb06,orientation,,,,"{""yaw"": -0.760863533200783, ""qx"": -0.0824846125069046, ""qz"": 0.3640276959897457, ""roll"": 0.22332875430981466, ""qw"": -0.9236489169789925, ""qy"": -0.08690675828415748, ""pitch"": 0.0892190293861086}"
1774665765258861800,3c7cd7bc-6a31-4d86-8896-31a0eec5eb06,orientation,,,,"{""yaw"": -0.744880225640569, ""qx"": -0.07746279714154061, ""qz"": 0.3572823843933086, ""roll"": 0.21771679073358324, ""qw"": -0.9267710989613, ""qy"": -0.0862794199533325, ""pitch"": 0.08202026137498865}"
1774665765268845800,3c7cd7bc-6a31-4d86-8896-31a0eec5eb06,orientation,,,,"{""yaw"": -0.7225645772574929, ""qx"": -0.07466990564905224, ""qz"": 0.34719417133358244, ""roll"": 0.2147520578001624, ""qw"": -0.9308274973720574, ""qy"": -0.08626053734881935, ""pitch"": 0.07919404546073577}"
1774665765278828500,3c7cd7bc-6a31-4d86-8896-31a0eec5eb06,orientation,,,,"{""yaw"": -0.6948777978007348, ""qx"": -0.07389653242256293, ""qz"": 0.3342252876458588, ""roll"": 0.21462186098572233, ""qw"": -0.9355497477410895, ""qy"": -0.0870600086035274, ""pitch"": 0.08015826490779611}"
1774665765288811800,3c7cd7bc-6a31-4d86-8896-31a0eec5eb06,orientation,,,,"{""yaw"": -0.6629261807496708, ""qx"": -0.07489184593054543, ""qz"": 0.3188957384960524, ""roll"": 0.21736094660689967, ""qw"": -0.9406408707336577, ""qy"": -0.08883389590929719, ""pitch"": 0.08433509605056734}"
1774665765298794800,3c7cd7bc-6a31-4d86-8896-31a0eec5eb06,orientation,,,,"{""yaw"": -0.6278715324122771, ""qx"": -0.07747779278866929, ""qz"": 0.30173782693674617, ""roll"": 0.22286704173613542, ""qw"": -0.9458084376998057, ""qy"": -0.09164036845192985, ""pitch"": 0.09138270235928307}"
1774665765308777500,3c7cd7bc-6a31-4d86-8896-31a0eec5eb06,orientation,,,,"{""yaw"": -0.5909434016309555, ""qx"": -0.08147275958973234, ""qz"": 0.28332630607529896, ""roll"": 0.23065008845706875, ""qw"": -0.950789482373998, ""qy"": -0.09532962398198928, ""pitch"": 0.10108014340949148}"
1774665765318760700,3c7cd7bc-6a31-4d86-8896-31a0eec5eb06,orientation,,,,"{""yaw"": -0.553296405595658, ""qx"": -0.08659199930614653, ""qz"": 0.26424567721350406, ""roll"": 0.23941125835477509, ""qw"": -0.9554080345597488, ""qy"": -0.09935547620754552, ""pitch"": 0.1131944451318355}"
1774665765328743700,3c7cd7bc-6a31-4d86-8896-31a0eec5eb06,orientation,,,,"{""yaw"": -0.5155005201840962, ""qx"": -0.09240211448685706, ""qz"": 0.24486208690121292, ""roll"": 0.24732635984847448, ""qw"": -0.9596387532812538, ""qy"": -0.10294544046622715, ""pitch"": 0.12727376059313236}"
1774665765338727700,3c7cd7bc-6a31-4d86-8896-31a0eec5eb06,orientation,,,,"{""yaw"": -0.4778668233545929, ""qx"": -0.0983796171350198, ""qz"": 0.22545198451753168, ""roll"": 0.25312113469535125, ""qw"": -0.9635025031165819, ""qy"": -0.10562043626044204, ""pitch"": 0.14243446082818872}"
1774665765348710700,3c7cd7bc-6a31-4d86-8896-31a0eec5eb06,orientation,,,,"{""yaw"": -0.4415637941289733, ""qx"": -0.10434429497107042, ""qz"": 0.2066513128584315, ""roll"": 0.2567460105011079, ""qw"": -0.9668906841912867, ""qy"": -0.10737692335698752, ""pitch"": 0.15805716674903567}"
1774665765358693600,3c7cd7bc-6a31-4d86-8896-31a0eec5eb06,orientation,,,,"{""yaw"": -0.40818564766171467, ""qx"": -0.11066534210639883, ""qz"": 0.18921383757160837, ""roll"": 0.2587015510269208, ""qw"": -0.9696485848330132, ""qy"": -0.10831826171570447, ""pitch"": 0.1745067060345916}"
1774665765368676600,3c7cd7bc-6a31-4d86-8896-31a0eec5eb06,orientation,,,,"{""yaw"": -0.37839975618563193, ""qx"": -0.11783524643841203, ""qz"": 0.17341642221788206, ""roll"": 0.2594396959149202, ""qw"": -0.9717315715965537, ""qy"": -0.10853241565671269, ""pitch"": 0.19255352815477975}"
1774665765378659800,3c7cd7bc-6a31-4d86-8896-31a0eec5eb06,orientation,,,,"{""yaw"": -0.3521688918780451, ""qx"": -0.12614090077511544, ""qz"": 0.1592092381049381, ""roll"": 0.25939836882863254, ""qw"": -0.9731585700281301, ""qy"": -0.10818133797507666, ""pitch"": 0.21266259743939522}"
1774665765388642800,3c7cd7bc-6a31-4d86-8896-31a0eec5eb06,orientation,,,,"{""yaw"": -0.3290618544964626, ""qx"": -0.13552729805564181, ""qz"": 0.1464229561379277, ""roll"": 0.2583728106863945, ""qw"": -0.9740138057565205, ""qy"": -0.10719041843389904, ""pitch"": 0.23477137964220307}"
1774665765398625500,3c7cd7bc-6a31-4d86-8896-31a0eec5eb06,orientation,,,,"{""yaw"": -0.30891732329285804, ""qx"": -0.14588844565403075, ""qz"": 0.13509048922958283, ""roll"": 0.255227462824458, ""qw"": -0.9743922317353589, ""qy"": -0.10500940854732535, ""pitch"": 0.2588133366042986}"
1774665765408609500,3c7cd7bc-6a31-4d86-8896-31a0eec5eb06,orientation,,,,"{""yaw"": -0.29212489514251017, ""qx"": -0.15714023043196815, ""qz"": 0.12555771364438084, ""roll"": 0.24860297291937367, ""qw"": -0.9743485467587036, ""qy"": -0.1009315445413572, ""pitch"": 0.2847038575139058}"
1774665765418592800,3c7cd7bc-6a31-4d86-8896-31a0eec5eb06,orientation,,,,"{""yaw"": -0.27908286811887556, ""qx"": -0.16901836959392288, ""qz"": 0.11819233296620166, ""roll"": 0.23772495570922478, ""qw"": -0.9739214789620402, ""qy"": -0.09455416459843308, ""pitch"": 0.311902698030376}"
1774665765428575700,3c7cd7bc-6a31-4d86-8896-31a0eec5eb06,orientation,,,,"{""yaw"": -0.2699289098612642, ""qx"": -0.1812568160480022, ""qz"": 0.11317999473394032, ""roll"": 0.22266484710933945, ""qw"": -0.9731179397668761, ""qy"": -0.08589469946405479, ""pitch"": 0.3398284901618492}"
1774665765438558500,3c7cd7bc-6a31-4d86-8896-31a0eec5eb06,orientation,,,,"{""yaw"": -0.2645070920576232, ""qx"": -0.19352299923141486, ""qz"": 0.11050581366911465, ""roll"": 0.20409283473810785, ""qw"": -0.9719406656491103, ""qy"": -0.07528978711732312, ""pitch"": 0.36778112647462424}"
1774665765448541700,3c7cd7bc-6a31-4d86-8896-31a0eec5eb06,orientation,,,,"{""yaw"": -0.26263350682690784, ""qx"": -0.20532563651569186, ""qz"": 0.11009815146056265, ""roll"": 0.18298731422993975, ""qw"": -0.970422040548661, ""qy"": -0.06325146677101533, ""pitch"": 0.3947498695119253}"
1774665765458524700,3c7cd7bc-6a31-4d86-8896-31a0eec5eb06,orientation,,,,"{""yaw"": -0.26440672740602866, ""qx"": -0.21613195673770294, ""qz"": 0.11196729786852314, ""roll"": 0.16044907941927306, ""qw"": -0.9686161303901076, ""qy"": -0.05032996582081671, ""pitch"": 0.4196350330543454}"
1774665765468508700,3c7cd7bc-6a31-4d86-8896-31a0eec5eb06,orientation,,,,"{""yaw"": -0.27040259615548573, ""qx"": -0.2254655197798801, ""qz"": 0.11627320438948013, ""roll"": 0.13780403822002224, ""qw"": -0.9665751858489096, ""qy"": -0.03712577056258364, ""pitch"": 0.44142166586685416}"
1774665765478492000,3c7cd7bc-6a31-4d86-8896-31a0eec5eb06,orientation,,,,"{""yaw"": -0.28142933502789574, ""qx"": -0.23300468860204598, ""qz"": 0.12319297499011059, ""roll"": 0.11666348685072009, ""qw"": -0.9643342297262192, ""qy"": -0.024328941493530647, ""pitch"": 0.459382248424309}"
1774665765488474600,3c7cd7bc-6a31-4d86-8896-31a0eec5eb06,orientation,,,,"{""yaw"": -0.29831748415598863, ""qx"": -0.23866486619655408, ""qz"": 0.13285324877272767, ""roll"": 0.09870394455507944, ""qw"": -0.9618885792848572, ""qy"": -0.012630435966885779, ""pitch"": 0.47325061097945303}"
1774665765498457600,3c7cd7bc-6a31-4d86-8896-31a0eec5eb06,orientation,,,,"{""yaw"": -0.3214507429513022, ""qx"": -0.24253445785589295, ""qz"": 0.1451664675884141, ""roll"": 0.08541155350415781, ""qw"": -0.9592166040826223, ""qy"": -0.0026740908024073195, ""pitch"": 0.4830809668013019}"
1774665765508440800,3c7cd7bc-6a31-4d86-8896-31a0eec5eb06,orientation,,,,"{""yaw"": -0.35047692798536617, ""qx"": -0.24479817176273053, ""qz"": 0.15976610314807957, ""roll"": 0.07771918836416547, ""qw"": -0.9563069460325567, ""qy"": 0.00506242548252895, ""pitch"": 0.48908911814313505}"
1774665765518423800,3c7cd7bc-6a31-4d86-8896-31a0eec5eb06,orientation,,,,"{""yaw"": -0.38445610117770546, ""qx"": -0.24575534475138472, ""qz"": 0.1761243515281366, ""roll"": 0.07572722184318008, ""qw"": -0.9531399938661578, ""qy"": 0.010426542295434835, ""pitch"": 0.49172956052094696}"
1774665765528407600,3c7cd7bc-6a31-4d86-8896-31a0eec5eb06,orientation,,,,"{""yaw"": -0.4221525307009302, ""qx"": -0.24570955692070054, ""qz"": 0.19365201189911843, ""roll"": 0.07912687435201964, ""qw"": -0.9497083374012926, ""qy"": 0.01341183899204589, ""pitch"": 0.4914437766295176}"
1774665765538390500,3c7cd7bc-6a31-4d86-8896-31a0eec5eb06,orientation,,,,"{""yaw"": -0.46218639078813945, ""qx"": -0.244822949639391, ""qz"": 0.21180814446866808, ""roll"": 0.0869145954591939, ""qw"": -0.9460415664452567, ""qy"": 0.01430056168050889, ""pitch"": 0.4884790095100838}"
1774665765548373800,3c7cd7bc-6a31-4d86-8896-31a0eec5eb06,orientation,,,,"{""yaw"": -0.5033595264347892, ""qx"": -0.24305703110166899, ""qz"": 0.23019564583178148, ""roll"": 0.09789338147126024, ""qw"": -0.9422062575139772, ""qy"": 0.013443486853429895, ""pitch"": 0.48274132138735987}"
1774665765558356700,3c7cd7bc-6a31-4d86-8896-31a0eec5eb06,orientation,,,,"{""yaw"": -0.5448784097669198, ""qx"": -0.2402600814958669, ""qz"": 0.2486401919782412, ""roll"": 0.11077795592287848, ""qw"": -0.93825722072713, ""qy"": 0.01125134871442077, ""pitch"": 0.4739973719639553}"
1774665765568339700,3c7cd7bc-6a31-4d86-8896-31a0eec5eb06,orientation,,,,"{""yaw"": -0.5859807095324561, ""qx"": -0.236439114646382, ""qz"": 0.2669254900245568, ""roll"": 0.12464721411864965, ""qw"": -0.9342286838938341, ""qy"": 0.008002082862731524, ""pitch"": 0.46234522130150163}"
1774665765578322700,3c7cd7bc-6a31-4d86-8896-31a0eec5eb06,orientation,,,,"{""yaw"": -0.6262086980653501, ""qx"": -0.23178387850165894, ""qz"": 0.28487599961504395, ""roll"": 0.13927461485677317, ""qw"": -0.9301118250128905, ""qy"": 0.0037324993161772153, ""pitch"": 0.44814721258900664}"
1774665765588305700,3c7cd7bc-6a31-4d86-8896-31a0eec5eb06,orientation,,,,"{""yaw"": -0.6656286765146586, ""qx"": -0.22655346522840775, ""qz"": 0.3025320805096191, ""roll"": 0.1545142161784594, ""qw"": -0.9258217002705573, ""qy"": -0.001451093786785053, ""pitch"": 0.431923277710005}"
1774665765598289700,3c7cd7bc-6a31-4d86-8896-31a0eec5eb06,orientation,,,,"{""yaw"": -0.7041445629399665, ""qx"": -0.22096032367161497, ""qz"": 0.3198933002484374, ""roll"": 0.16973494938661135, ""qw"": -0.9212996849114558, ""qy"": -0.007198330911735675, ""pitch"": 0.4142854787808908}"
1774665765608273000,3c7cd7bc-6a31-4d86-8896-31a0eec5eb06,orientation,,,,"{""yaw"": -0.7410277799819959, ""qx"": -0.21508548792609158, ""qz"": 0.3366902120929982, ""roll"": 0.18403364714331072, ""qw"": -0.9166277471366077, ""qy"": -0.013101964225753916, ""pitch"": 0.39573235451118965}"
1774665765618255600,3c7cd7bc-6a31-4d86-8896-31a0eec5eb06,orientation,,,,"{""yaw"": -0.7752060369534164, ""qx"": -0.20895363585333687, ""qz"": 0.352472358845813, ""roll"": 0.19670480112807145, ""qw"": -0.9120006470271591, ""qy"": -0.018879895994406367, ""pitch"": 0.3766661865582934}"
1774665765628238600,3c7cd7bc-6a31-4d86-8896-31a0eec5eb06,orientation,,,,"{""yaw"": -0.8056553795393232, ""qx"": -0.20250962268849093, ""qz"": 0.36679643241116333, ""roll"": 0.20732957125785734, ""qw"": -0.9076645560694643, ""qy"": -0.024397281422461236, ""pitch"": 0.35727642212551775}"
1774665765638221800,3c7cd7bc-6a31-4d86-8896-31a0eec5eb06,orientation,,,,"{""yaw"": -0.8316864326904803, ""qx"": -0.1956379166774156, ""qz"": 0.37934885429037435, ""roll"": 0.21598447164782666, ""qw"": -0.9038443834135266, ""qy"": -0.02975788277971453, ""pitch"": 0.337442836783627}"
1774665765648204500,3c7cd7bc-6a31-4d86-8896-31a0eec5eb06,orientation,,,,"{""yaw"": -0.8528546252186681, ""qx"": -0.18826952018630078, ""qz"": 0.38993001978463654, ""roll"": 0.2226144811751747, ""qw"": -0.9007154413468658, ""qy"": -0.03494021568757024, ""pitch"": 0.31719850346867223}"
1774665765658188500,3c7cd7bc-6a31-4d86-8896-31a0eec5eb06,orientation,,,,"{""yaw"": -0.8692322564433018, ""qx"": -0.18052142143882868, ""qz"": 0.39851967911556446, ""roll"": 0.2274863569829441, ""qw"": -0.8983305370225773, ""qy"": -0.03995405793860968, ""pitch"": 0.29683056887243225}"
1774665765668171500,3c7cd7bc-6a31-4d86-8896-31a0eec5eb06,orientation,,,,"{""yaw"": -0.8813629921676279, ""qx"": -0.17260200157419237, ""qz"": 0.4052828108647168, ""roll"": 0.23111530484798667, ""qw"": -0.8966280374798246, ""qy"": -0.0448606657639717, ""pitch"": 0.2766733959548827}"
1774665765678154800,3c7cd7bc-6a31-4d86-8896-31a0eec5eb06,orientation,,,,"{""yaw"": -0.889964033765694, ""qx"": -0.1647292328033717, ""qz"": 0.4104736277877543, ""roll"": 0.2338843863163656, ""qw"": -0.8954950647223752, ""qy"": -0.04964092028217301, ""pitch"": 0.2570988717679448}"
1774665765688137700,3c7cd7bc-6a31-4d86-8896-31a0eec5eb06,orientation,,,,"{""yaw"": -0.8952327003371691, ""qx"": -0.1570918101456707, ""qz"": 0.41413907388688287, ""roll"": 0.2357883673316254, ""qw"": -0.8949197894816955, ""qy"": -0.05412548722155808, ""pitch"": 0.23859553374083936}"
1774665765698120700,3c7cd7bc-6a31-4d86-8896-31a0eec5eb06,orientation,,,,"{""yaw"": -0.8965919049059307, ""qx"": -0.14979559282961546, ""qz"": 0.4160069011813049, ""roll"": 0.2364364958601735, ""qw"": -0.895059977269086, ""qy"": -0.058027159568873186, ""pitch"": 0.22168395692385903}"
1774665765708103700,3c7cd7bc-6a31-4d86-8896-31a0eec5eb06,orientation,,,,"{""yaw"": -0.8929700323770747, ""qx"": -0.14284272578358834, ""qz"": 0.415595935562383, ""roll"": 0.23538478351674608, ""qw"": -0.8961820392244998, ""qy"": -0.06110525166870088, ""pitch"": 0.20670481598776483}"
1774665765718086700,3c7cd7bc-6a31-4d86-8896-31a0eec5eb06,orientation,,,,"{""yaw"": -0.8835095321349469, ""qx"": -0.1362930664602095, ""qz"": 0.41247732698894896, ""roll"": 0.23296826909502333, ""qw"": -0.898473118541526, ""qy"": -0.06350330727763517, ""pitch"": 0.1937335825608281}"
1774665765728070700,3c7cd7bc-6a31-4d86-8896-31a0eec5eb06,orientation,,,,"{""yaw"": -0.8679737614850336, ""qx"": -0.13029787453471317, ""qz"": 0.4064670424291943, ""roll"": 0.2301045068105731, ""qw"": -0.9019434336728162, ""qy"": -0.06561328764325965, ""pitch"": 0.18271835671130118}"
1774665765738054000,3c7cd7bc-6a31-4d86-8896-31a0eec5eb06,orientation,,,,"{""yaw"": -0.8470176627420046, ""qx"": -0.12505285672955155, ""qz"": 0.3977752166325541, ""roll"": 0.22792814684493418, ""qw"": -0.9063811400277235, ""qy"": -0.06789619642091328, ""pitch"": 0.17354609294073786}"
1774665765748036600,3c7cd7bc-6a31-4d86-8896-31a0eec5eb06,orientation,,,,"{""yaw"": -0.8218937342664872, ""qx"": -0.12091094845667939, ""qz"": 0.38686002992147694, ""roll"": 0.22784207990286012, ""qw"": -0.9114250340610992, ""qy"": -0.07088215374653015, ""pitch"": 0.16632540118265515}"
1774665765758019600,3c7cd7bc-6a31-4d86-8896-31a0eec5eb06,orientation,,,,"{""yaw"": -0.7938066801711355, ""qx"": -0.11812381991196322, ""qz"": 0.3742050570973568, ""roll"": 0.2305396369578021, ""qw"": -0.9167460784584925, ""qy"": -0.07479260658258247, ""pitch"": 0.1613021144705813}"
1774665765768002800,3c7cd7bc-6a31-4d86-8896-31a0eec5eb06,orientation,,,,"{""yaw"": -0.7637155533269104, ""qx"": -0.11668715252562085, ""qz"": 0.3602433506505311, ""roll"": 0.2360023577503246, ""qw"": -0.9221014981442601, ""qy"": -0.07960905134070624, ""pitch"": 0.15850035090900574}"
1774665765777985500,3c7cd7bc-6a31-4d86-8896-31a0eec5eb06,orientation,,,,"{""yaw"": -0.7324457802736916, ""qx"": -0.11635486146387475, ""qz"": 0.34540183642390965, ""roll"": 0.24357981166856427, ""qw"": -0.9273181221232693, ""qy"": -0.08508857616839474, ""pitch"": 0.15766889192179243}"
1774665765787969500,3c7cd7bc-6a31-4d86-8896-31a0eec5eb06,orientation,,,,"{""yaw"": -0.7005511151258677, ""qx"": -0.11663327770552132, ""qz"": 0.3300417859565724, ""roll"": 0.25202963847250104, ""qw"": -0.9323242990053918, ""qy"": -0.0907771686747017, ""pitch"": 0.1582188551218703}"
1774665765797952800,3c7cd7bc-6a31-4d86-8896-31a0eec5eb06,orientation,,,,"{""yaw"": -0.6682725853507767, ""qx"": -0.1169852459861448, ""qz"": 0.3143983647147153, ""roll"": 0.26002380585545376, ""qw"": -0.9371317663131582, ""qy"": -0.09618821691351823, ""pitch"": 0.15945317696475997}"
1774665765807935700,3c7cd7bc-6a31-4d86-8896-31a0eec5eb06,orientation,,,,"{""yaw"": -0.6358293000681764, ""qx"": -0.11711419190004398, ""qz"": 0.2986548607699575, ""roll"": 0.26670640243401667, ""qw"": -0.9417497256643387, ""qy"": -0.10097981185742842, ""pitch"": 0.16096245335071133}"
1774665765817918700,3c7cd7bc-6a31-4d86-8896-31a0eec5eb06,orientation,,,,"{""yaw"": -0.6037617667953135, ""qx"": -0.11709767279237229, ""qz"": 0.2830821201448974, ""roll"": 0.27164587298291987, ""qw"": -0.9461246753210281, ""qy"": -0.10488464141424687, ""pitch"": 0.1629157791062074}"
1774665765827901700,3c7cd7bc-6a31-4d86-8896-31a0eec5eb06,orientation,,,,"{""yaw"": -0.5728583039481191, ""qx"": -0.1173084705387493, ""qz"": 0.2679983094182145, ""roll"": 0.2752617532467043, ""qw"": -0.950134501740875, ""qy"": -0.10798192460892686, ""pitch"": 0.16579826713175982}"
1774665765837884700,3c7cd7bc-6a31-4d86-8896-31a0eec5eb06,orientation,,,,"{""yaw"": -0.5438958387993492, ""qx"": -0.11826921793580294, ""qz"": 0.2536737463973581, ""roll"": 0.2785309734331543, ""qw"": -0.9536390590449688, ""qy"": -0.11060982815043714, ""pitch"": 0.17027631293221912}"
1774665765847867600,3c7cd7bc-6a31-4d86-8896-31a0eec5eb06,orientation,,,,"{""yaw"": -0.5174781770901861, ""qx"": -0.12046568326289982, ""qz"": 0.24030464750559352, ""roll"": 0.2822481080117581, ""qw"": -0.9565366345670165, ""qy"": -0.11304563125116208, ""pitch"": 0.17705247633032764}"
